rentalid,branchcity,date,rentedcars,availablecars,avgdailytemp,isweekend,marketingspend,customerrating,holidayflag,fuelprice,promotiontype
RID7129,Houston,10-21-2023,66.0,232.0,12.9,yes,376.89,4.6,Yes,1.55,
RID7130,LA,2023-05-15,85.0,169.0,26.5,No,396.68,2.6,N,1.5,
RID7131,Chicago,2023-04-10,117.0,182.0,24.1,,475.48,2.7,Yes,1.71,loyalti
RID7132,LA,07-26-2023,109.0,198.0,21.1,No,87.11,0.0,Yes,0.97,Discount
RID7133,New York,2023-06-25,56.0,219.0,20.4,No,217.14,2.2,No,1.28,Loyalty
RID7134,Los Angeles,2023-07-25,190.0,272.0,13.9,Yes,$282.86,1.4,No,1.58 USD,None
RID7135,Ney York,12/01/2023,197.0,77.0,2.9,No,130.43,3.8,,1.43,loyalti
RID7136,New York,08-29-2023,11.0,203.0,27.3,Yes,294.93,2.4,No,0.86 USD,None
RID7137,New York,03-27-2023,194.0,246.0,18.2,Yes,235.77,2.0,no,1.46,
RID7138,denver,10-27-2023,193.0,61.0,7.1,Y,186.51,4.4,N,"1,02",
RID7139,Chicago,02-23-2023,160.0,283.0,-4.7,,377.26,2.1,N,1.02,Loyalty
RID7140,Los Angeles,05-14-2023,63.0,82.0,-3.0,TRUE,480.9,2.9,no,1.26,
RID7141,NYC,2023-11-28,78.0,269.0,2.9,,408.87,1.2,no,1.56,Discount
RID7142,LA,03-06-2023,63.0,162.0,20.3,No,369.7,4.6,Yes,1.69,None
RID7143,newyork,22/11/2023,75.0,68.0,-999,yes,290.18,2.9,N,1.78,None
RID7144,Ney York,2023-04-11,179.0,235.0,-2.2,TRUE,491.72,4.9,No,1.13,loyalti
RID7145,LA,11/05/2023,186.0,242.0,10.7,No,311.56,3.7,Yes,1.16 USD,None
RID7146,Denver,2023-07-01,20.0,52.0,21.4,TRUE,246.1,1.2,N,1.23,None
RID7147,New York,2023-06-02,17.0,194.0,36.1,Y,204.41,4.1,Yes,1.36,
RID7148,NYC,09/04/2023,193.0,179.0,hot,TRUE,338.43,4.4,No,1.44,Discouunt
RID7149,Huston,20/07/2023,192.0,85.0,23.7,Yes,405.35,3.7,,1.07,Discouunt
RID7150,newyork,02-27-2023,138.0,227.0,27.4,Yes,156.99,2.7,,1.85,loyalti
RID7151,Denver,2023-08-31,114.0,158.0,29.8,yes,250.05,3.0,No,0.87,None
RID7152,newyork,2023-05-16,160.0,193.0,32.2,Y,187.48,3.9,Yes,0.88,None
RID7153,LA,30/11/2023,138.0,,-0.8,TRUE,255.02,1.2,Yes,1.04 USD,Discouunt
RID7154,Chicago,03/08/2023,50.0,126.0,19.2,,327.1,1.8,no,1.35 USD,loyalti
RID7155,LA,13/12/2023,9999.0,196.0,4.4,,169.4,1.8,,"1,36",loyalti
RID7156,Chicago,2023-01-16,41.0,177.0,35.3,TRUE,312.02,3.1,N,1.14,None
RID7157,Huston,2023-07-11,181.0,129.0,35.6,Yes,116.15,1.6,Yes,1.1,None
RID7158,LA,2023-01-23,146.0,286.0,8.0,No,269.86,4.4,no,0.98,Discount
RID7159,NYC,06-28-2023,109.0,230.0,5.3,,448.76,4.8,no,1.33,
RID7160,New York,2023-12-21,120.0,157.0,-3.0,TRUE,220.48,1.7,No,1.87,loyalti
RID7161,NYC,2023-05-10,50.0,188.0,30.6,TRUE,446.74,2.0,no,0.83,Discount
RID7162,Chcago,08-19-2023,118.0,111.0,33.2,,54.36,3.6,N,1.99,None
RID7163,denver,10-03-2023,29.0,278.0,36.0,,428.86,3.6,,1.56,
RID7164,Chcago,09-02-2023,184.0,173.0,2.0,No,240.87,4.7,,1.37,
RID7165,Chicago,16/03/2023,52.0,157.0,3.1,Y,$146.08,2.8,no,0.9,Discount
RID7166,NYC,2023-10-04,118.0,151.0,9.2,Yes,234.84,1.3,Yes,0.86,Discouunt
RID7167,newyork,2023-11-06,37.0,,hot,No,232.72,1.3,N,1.31,None
RID7168,Chcago,10-19-2023,190.0,229.0,26.4,Yes,59.33,3.6,No,1.02,
RID7169,New York,06-29-2023,42.0,235.0,26.4,Yes,284.5,4.2,no,1.06,Discouunt
RID7170,Los Angeles,02-05-2023,61.0,173.0,3.8,yes,278.59,2.2,no,1.37 USD,Loyalty
RID7171,Denver,32/13/2024,172.0,143.0,hot,No,282.07,2.1,No,1.78,None
RID7172,newyork,03/03/2023,180.0,,32.3,Y,144.43,3.7,N,1.18,None
RID7173,NYC,09/03/2023,197.0,120.0,16.8,Yes,167.75,2.9,Yes,1.17,
RID7174,NYC,2023-03-03,111.0,254.0,21.6,Yes,266.13,4.6,N,1.95 USD,
RID7175,New York,2023-02-17,114.0,85.0,32.7,TRUE,79.07,0.0,No,1.28,
RID7176,NYC,2023-01-03,26.0,214.0,31.3,Y,213.75,4.1,no,1.85,
RID7177,Chicago,03-25-2023,171.0,226.0,17.4,No,438.3,4.5,,1.01,Loyalty
RID7178,NYC,08-02-2023,172.0,51.0,34.4,Y,424.98,5.0,no,"1,55",Discouunt
RID7179,Chcago,2023-01-04,74.0,283.0,9.4,No,297.29,1.9,No,1.39,
RID7180,New York,32/13/2024,104.0,60.0,28.1,No,218.07,2.9,No,"1,87",loyalti
RID7181,New York,08-24-2023,132.0,,5.2,yes,197.73,1.4,no,1.1,
RID7182,New York,16/07/2023,168.0,,21.6,No,394.09,0.0,Yes,1.25,None
RID7183,Denver,2023-11-14,90.0,188.0,-4.3,Yes,493.15,6.0,Yes,0.98,
RID7184,denver,04-29-2023,61.0,280.0,3.1,TRUE,268.29,2.1,No,1.66,
RID7185,Denver,2023-07-15,45.0,136.0,20.2,Y,321.34,6.0,No,1.66,Discouunt
RID7186,newyork,03-28-2023,161.0,179.0,2.6,yes,359.8,2.6,N,1.2,Discount
RID7187,newyork,2023-03-10,118.0,153.0,18.3,Yes,222.78,4.4,No,1.5,None
RID7188,Ney York,05-26-2023,18.0,270.0,-999,Y,237.46,1.0,no,1.38,loyalti
RID7189,Los Angeles,2023-07-21,,213.0,-2.9,No,64.77,6.0,No,"1,79",None
RID7190,New York,2023-11-07,52.0,86.0,17.9,TRUE,361.6,2.1,No,1.22,Discouunt
RID7191,denver,2023-11-22,51.0,224.0,23.7,yes,324.62,3.6,Yes,1.44,Discouunt
RID7192,denver,21/11/2023,16.0,102.0,-999,yes,461.3,1.4,no,0.9,
RID7193,Huston,29/08/2023,92.0,88.0,12.7,No,104.68,1.1,no,1.33,Loyalty
,LA,07-17-2023,160.0,117.0,22.5,No,201.15,1.2,No,1.06 USD,Loyalty
RID7195,Ney York,16/07/2023,61.0,263.0,30.5,yes,162.81,4.2,N,0.99,Loyalty
RID7196,NYC,25/05/2023,26.0,251.0,5.1,,378.69,1.2,No,1.11,Loyalty
RID7197,newyork,11-06-2023,90.0,132.0,21.0,yes,203.23,1.2,N,1.69,Discount
RID7198,Ney York,07-26-2023,,70.0,7.1,No,257.61,3.4,No,1.42,Loyalty
RID7199,Chcago,32/13/2024,96.0,54.0,25.2,,308.01,1.0,N,1.56,Discount
RID7200,Chicago,11-26-2023,110.0,249.0,-2.9,No,377.87,2.7,Yes,1.09 USD,loyalti
RID7201,Chicago,12/07/2023,31.0,85.0,16.7,,478.76,3.5,N,1.93,
RID7202,Chicago,2023-05-18,44.0,293.0,5.1,Y,193.72,2.1,No,1.63,Discouunt
RID7203,Los Angeles,32/13/2024,197.0,165.0,35.8,No,430.74,3.9,No,2.0,loyalti
RID7204,LA,10-14-2023,149.0,169.0,14.8,Yes,118.05,2.9,Yes,1.89,Loyalty
RID7205,Ney York,2023-09-17,81.0,171.0,33.6,,$416.81,1.3,Yes,1.13,Loyalty
RID7206,Denver,2023-03-08,,169.0,14.7,yes,123.46,3.9,no,0.96,None
RID7207,denver,2023-11-28,196.0,220.0,32.1,TRUE,434.22,4.7,N,1.3,Discouunt
RID7208,Denver,10/09/2023,93.0,290.0,34.3,yes,472.52,2.1,N,1.3,
RID7209,LA,2023-02-23,6.0,124.0,-3.5,No,364.14,1.8,N,1.93,None
RID7210,Ney York,25/12/2023,151.0,287.0,-3.6,,173.59,1.7,Yes,0.95,Loyalty
RID7211,Los Angeles,01-29-2023,164.0,214.0,34.0,,264.22,1.6,no,0.92,loyalti
RID7212,LA,08-23-2023,109.0,294.0,27.2,yes,211.86,1.4,Yes,1.58,loyalti
RID7213,Ney York,2023-11-22,135.0,187.0,17.0,No,484.55,2.7,No,1.65 USD,Discouunt
RID7214,Huston,03-03-2023,165.0,78.0,40.0,TRUE,397.44,1.5,Yes,1.75,
RID7215,LA,01-03-2023,127.0,68.0,17.8,Y,135.94,6.0,no,1.79,Discount
RID7216,newyork,12-06-2023,130.0,264.0,15.7,Yes,$125.32,1.2,N,0.83,Discount
RID7217,LA,04-30-2023,183.0,111.0,39.9,,153.2,4.6,No,1.63,Discouunt
RID7218,Ney York,03-22-2023,126.0,144.0,21.9,yes,326.69,0.0,,1.83,
RID7219,NYC,04/10/2023,9999.0,262.0,13.3,TRUE,387.48,1.9,Yes,1.31,
RID7220,New York,32/13/2024,35.0,219.0,hot,,451.39,0.0,,0.95,Discount
RID7221,Denver,2023-02-25,64.0,,28.5,TRUE,170.31,2.2,no,1.35,Discouunt
RID7222,Chcago,21/11/2023,157.0,207.0,8.1,,116.77,3.5,no,1.85,None
RID7223,Ney York,02/11/2023,55.0,259.0,32.1,No,117.48,4.2,No,1.96,Discount
RID7224,Chicago,07/05/2023,29.0,131.0,22.4,No,138.58,3.1,No,1.76,Discouunt
RID7225,Huston,25/08/2023,165.0,272.0,28.5,Y,$256.63,3.7,no,1.82,
RID7226,Chicago,01-30-2023,100.0,283.0,-999,yes,65.69,4.3,N,1.75,
RID7227,Ney York,07/12/2023,186.0,,-3.7,,216.83,2.0,no,0.88,Discount
RID7228,LA,2023-05-19,146.0,283.0,12.9,Yes,366.71,4.9,,1.0,None
RID7229,Ney York,2023-06-08,134.0,164.0,2.1,Y,447.84,0.0,N,1.82,loyalti
RID7230,denver,07-24-2023,47.0,195.0,13.4,TRUE,358.16,4.5,N,1.89,Discount
RID7231,denver,01-04-2023,9999.0,263.0,29.6,TRUE,84.52,4.4,no,1.43,Discount
RID7232,Los Angeles,04-25-2023,65.0,206.0,28.2,Y,67.99,1.6,No,1.03,Discouunt
RID7233,NYC,01/03/2023,114.0,139.0,33.3,Y,402.64,3.4,,"1,69",None
RID7234,LA,05/10/2023,109.0,99.0,37.3,No,427.33,3.4,,1.01,Discouunt
RID7235,Chcago,04-29-2023,143.0,162.0,35.9,,159.49,2.2,no,1.37,Discount
RID7236,Los Angeles,19/04/2023,166.0,140.0,29.4,Y,62.82,2.1,N,1.45 USD,Discount
RID7237,LA,03-19-2023,85.0,112.0,17.3,yes,494.19,4.1,Yes,1.69,None
RID7238,NYC,16/04/2023,167.0,286.0,36.2,No,211.43,1.9,Yes,1.51,Loyalty
RID7239,New York,2023-08-30,28.0,141.0,-3.0,,56.33,1.9,N,1.45,Discount
RID7240,Chcago,2023-05-08,141.0,218.0,-2.9,Y,462.28,1.3,,"1,99",Loyalty
RID7241,Chicago,09-23-2023,165.0,220.0,14.1,,329.68,4.6,,1.21,Loyalty
RID7242,Houston,2023-02-09,74.0,258.0,38.7,No,$271.72,2.4,N,1.41,loyalti
RID7243,New York,07/08/2023,168.0,185.0,8.2,yes,$113.68,1.6,Yes,0.98,loyalti
RID7244,Huston,04/01/2023,59.0,,29.6,,416.88,2.4,N,0.82 USD,Discount
RID7245,Denver,08/02/2023,8.0,232.0,hot,yes,260.68,1.9,,1.87,loyalti
RID7246,Los Angeles,2023-07-11,145.0,271.0,36.3,Yes,353.23,4.3,No,1.35,
RID7247,Denver,02-28-2023,143.0,79.0,21.0,TRUE,230.52,1.3,N,1.26,Loyalty
RID7248,New York,04-04-2023,108.0,218.0,3.6,,182.25,4.6,Yes,1.14 USD,None
RID7249,New York,24/10/2023,154.0,251.0,21.8,TRUE,147.58,1.2,Yes,1.58,None
RID7250,newyork,2023-06-10,169.0,156.0,16.4,Y,496.59,3.6,no,1.1,
RID7251,Denver,04/11/2023,47.0,268.0,9.7,Yes,154.23,4.0,no,1.84,Loyalty
RID7252,Chicago,32/13/2024,64.0,248.0,-0.2,yes,58.29,3.1,Yes,0.89,Discouunt
RID7253,Houston,32/13/2024,76.0,217.0,27.3,TRUE,111.65,4.6,No,1.67,None
RID7254,Chicago,2023-09-16,39.0,245.0,18.6,,97.46,6.0,No,1.24,Discouunt
RID7255,Denver,04-03-2023,90.0,160.0,10.8,TRUE,280.93,4.1,no,1.29,Discount
RID7256,Los Angeles,25/01/2023,67.0,186.0,hot,TRUE,291.84,1.8,Yes,1.56,Discouunt
RID7257,Denver,2023-02-10,32.0,112.0,39.3,TRUE,497.04,1.8,,1.81,Discouunt
RID7258,NYC,05/02/2023,56.0,100.0,4.1,Yes,129.0,2.2,no,0.85 USD,None
RID7259,denver,32/13/2024,126.0,105.0,29.4,No,315.63,2.9,No,1.76,
RID7260,denver,2023-01-28,73.0,174.0,16.9,yes,215.14,2.1,No,"0,8",Discount
RID7261,newyork,2023-06-22,32.0,257.0,35.8,TRUE,396.39,2.8,,1.74,None
RID7262,Chcago,2023-06-27,110.0,55.0,33.7,Yes,263.38,4.4,N,1.72,
RID7263,LA,2023-04-14,105.0,94.0,1.3,yes,405.64,2.1,N,"1,2",Loyalty
RID7264,LA,22/09/2023,181.0,161.0,28.6,Yes,310.78,4.5,N,1.81,Discount
RID7265,LA,23/02/2023,32.0,68.0,19.6,No,156.42,1.3,No,1.79,
RID7266,Denver,27/05/2023,154.0,215.0,35.6,No,364.17,4.5,Yes,1.38 USD,None
RID7267,Ney York,32/13/2024,101.0,104.0,24.9,TRUE,64.1,3.5,no,1.46 USD,Loyalty
RID7268,LA,2023-02-17,9.0,140.0,8.7,No,466.45,4.8,N,1.62,loyalti
RID7269,Chcago,03-21-2023,159.0,225.0,11.6,Y,336.29,1.5,no,0.95,
RID7270,Chicago,32/13/2024,117.0,297.0,39.4,,131.19,2.3,,0.9,
RID7271,NYC,03-16-2023,80.0,129.0,37.0,Y,343.49,4.4,N,1.74,Loyalty
RID7272,Ney York,04/07/2023,139.0,238.0,14.4,Y,432.83,5.0,no,1.37,Discount
RID7273,Chcago,2023-11-07,67.0,168.0,37.2,TRUE,347.54,3.9,N,1.13,
RID7274,Chicago,12-26-2023,106.0,191.0,-2.4,,210.17,3.9,N,1.35,Discouunt
RID7275,Chicago,2023-05-08,1.0,108.0,4.9,yes,240.46,3.4,Yes,1.2,loyalti
RID7276,denver,2023-01-09,177.0,95.0,32.5,Y,$436.67,2.3,No,1.41,None
RID7277,Huston,2023-06-01,125.0,,2.1,yes,$436.69,1.9,No,1.46 USD,Discouunt
RID7278,Chcago,10-14-2023,91.0,194.0,35.3,Yes,445.39,2.5,no,1.41,None
RID7279,Chicago,2023-02-20,100.0,115.0,38.5,No,69.03,2.4,No,1.76,None
RID7280,Houston,12-11-2023,96.0,237.0,11.5,TRUE,396.12,4.9,No,1.72,Discount
RID7281,Ney York,29/09/2023,199.0,166.0,34.0,Y,153.16,2.0,N,0.85,
RID7282,Chicago,2023-03-07,115.0,220.0,6.0,TRUE,382.72,3.6,Yes,1.96,
RID7283,Los Angeles,28/04/2023,13.0,250.0,5.7,Yes,$165.33,2.7,,1.79,Discouunt
RID7284,Ney York,2023-03-15,83.0,181.0,16.7,TRUE,132.55,2.7,Yes,0.85,loyalti
RID7285,Huston,03-08-2023,177.0,101.0,26.8,TRUE,469.27,4.5,No,1.16 USD,loyalti
,NYC,22/02/2023,81.0,192.0,5.5,,247.06,4.3,no,0.83,None
RID7287,denver,08-05-2023,192.0,92.0,1.9,Yes,437.4,2.7,no,1.35,
RID7288,Ney York,13/09/2023,19.0,107.0,-999,Yes,165.5,6.0,Yes,1.99,Loyalty
RID7289,Chcago,24/12/2023,145.0,,34.3,No,499.62,3.5,Yes,1.44,
RID7290,Chcago,19/08/2023,155.0,82.0,0.6,Yes,$371.96,3.7,Yes,1.01,loyalti
RID7291,denver,23/04/2023,40.0,163.0,0.8,TRUE,277.87,3.6,No,1.8,Discouunt
,NYC,32/13/2024,43.0,207.0,23.2,No,257.77,4.8,Yes,1.54,
RID7293,Chicago,2023-02-27,175.0,210.0,33.6,,422.34,3.1,no,0.86,Loyalty
RID7294,denver,01-12-2023,180.0,119.0,2.7,TRUE,187.96,3.2,Yes,1.83,
RID7295,newyork,03-05-2023,164.0,197.0,13.4,TRUE,401.83,2.4,no,1.24,Loyalty
RID7296,Denver,13/11/2023,172.0,295.0,13.7,Y,374.55,1.7,,1.07,
RID7297,Houston,04-14-2023,54.0,249.0,4.7,No,318.5,0.0,No,1.67,Discouunt
RID7298,newyork,12-07-2023,151.0,128.0,-2.0,,227.24,4.6,Yes,1.11 USD,
RID7299,Chicago,23/04/2023,37.0,289.0,11.6,TRUE,441.18,3.2,,"0,84",None
RID7300,Houston,26/12/2023,29.0,105.0,hot,Yes,182.57,3.8,,1.67,Discouunt
RID7301,LA,01-18-2023,190.0,170.0,18.1,TRUE,470.16,3.9,N,1.86,loyalti
RID7302,Chcago,23/03/2023,9.0,172.0,21.5,yes,464.16,0.0,N,1.07 USD,
RID7303,Chicago,09-14-2023,50.0,235.0,33.5,No,476.99,6.0,No,1.29,Discouunt
RID7304,Huston,2023-08-14,179.0,120.0,34.5,Y,234.01,1.8,N,1.53,loyalti
RID7305,New York,02-16-2023,69.0,79.0,-999,yes,189.34,2.4,,1.3,Loyalty
RID7306,Chicago,05-05-2023,76.0,180.0,11.1,Y,171.75,1.9,Yes,0.82,Loyalty
RID7307,Denver,03-28-2023,139.0,211.0,34.6,Yes,236.49,3.2,No,1.23,
RID7308,New York,2023-06-21,14.0,178.0,21.8,Yes,185.1,3.5,Yes,0.83,loyalti
RID7309,New York,2023-10-02,151.0,259.0,12.8,Y,258.73,5.0,N,1.79,loyalti
RID7310,Huston,11-08-2023,45.0,136.0,-999,,119.97,6.0,No,1.58,None
RID7311,Chicago,2023-05-31,141.0,104.0,13.4,Yes,75.41,4.6,N,1.48,None
RID7312,Chicago,2023-01-06,73.0,58.0,24.0,No,453.08,6.0,no,1.54,Loyalty
RID7313,denver,2023-12-13,168.0,167.0,35.2,Y,$146.32,2.9,,0.94,None
RID7314,Los Angeles,2023-10-10,161.0,256.0,-3.0,yes,86.77,4.0,N,0.98,loyalti
RID7315,Chcago,2023-09-22,13.0,248.0,21.1,yes,403.29,2.9,,1.32,Loyalty
RID7316,NYC,2023-11-16,85.0,73.0,19.6,TRUE,228.24,1.5,no,1.54,
RID7317,denver,08-07-2023,94.0,144.0,23.3,yes,448.11,3.0,no,1.79 USD,
RID7318,Huston,2023-12-11,37.0,297.0,33.7,No,184.34,3.0,No,1.63 USD,Discouunt
RID7319,Huston,32/13/2024,34.0,143.0,17.6,Y,233.12,4.0,N,"0,88",
RID7320,newyork,10-21-2023,94.0,155.0,16.3,TRUE,247.14,1.6,N,0.91,None
RID7321,Chcago,07-22-2023,28.0,161.0,9.1,Yes,77.53,4.1,Yes,1.97,
RID7322,NYC,01-21-2023,19.0,293.0,9.7,No,85.11,3.3,,1.43,Loyalty
RID7323,Chcago,20/02/2023,113.0,298.0,22.1,No,213.26,3.0,,0.93,loyalti
RID7324,Huston,2023-10-14,67.0,109.0,hot,Yes,393.26,1.1,no,1.2,Discouunt
RID7325,denver,2023-01-17,199.0,271.0,6.8,TRUE,423.53,3.8,N,1.09,Loyalty
RID7326,Huston,12/04/2023,15.0,128.0,7.8,Yes,486.92,1.6,N,1.04,
RID7327,NYC,04-03-2023,115.0,117.0,9.7,yes,442.46,4.6,Yes,1.44,Loyalty
RID7328,New York,18/02/2023,91.0,134.0,8.7,Y,240.88,0.0,,1.98,
RID7329,Houston,10-06-2023,194.0,132.0,-3.2,Yes,369.76,2.9,Yes,1.58,Discouunt
RID7330,Los Angeles,2023-05-29,122.0,211.0,38.3,TRUE,$322.85,1.3,no,1.08,
RID7331,Chcago,09/04/2023,169.0,282.0,21.9,TRUE,230.1,3.6,,0.97,Discouunt
RID7332,Houston,07/02/2023,192.0,177.0,-999,,$337.35,4.0,no,1.25,loyalti
RID7333,newyork,18/01/2023,106.0,277.0,-1.6,yes,347.09,2.1,,1.47,
RID7334,denver,09/02/2023,44.0,122.0,4.9,No,270.68,2.4,Yes,1.18,None
RID7335,New York,13/09/2023,146.0,62.0,-2.8,yes,487.55,4.4,N,0.84,
RID7336,Chcago,18/01/2023,156.0,139.0,39.4,Yes,90.92,2.8,No,0.81,loyalti
RID7337,denver,04/07/2023,49.0,68.0,-2.4,Y,125.27,1.5,Yes,1.46,Discouunt
RID7338,Houston,20/11/2023,173.0,123.0,11.9,Yes,389.58,6.0,No,1.51,
RID7339,LA,05/10/2023,138.0,60.0,39.6,yes,217.69,3.2,No,1.88,None
RID7340,Huston,2023-11-17,,99.0,29.3,Yes,344.41,2.4,,1.31,loyalti
RID7341,Houston,20/11/2023,130.0,94.0,4.6,yes,225.26,1.8,No,1.07,None
RID7342,newyork,2023-11-13,76.0,147.0,16.3,TRUE,365.77,6.0,no,1.21,Discount
RID7343,Huston,08-13-2023,74.0,179.0,20.4,Yes,278.33,3.4,no,0.82,
RID7344,Chcago,08/02/2023,101.0,125.0,8.3,Yes,231.38,6.0,,1.9,
RID7345,denver,20/05/2023,143.0,198.0,-0.1,,322.34,1.6,Yes,1.02,
RID7346,Denver,12-19-2023,180.0,83.0,37.3,Yes,$375.51,0.0,Yes,1.33,Discouunt
RID7347,New York,2023-07-14,59.0,261.0,6.3,,436.09,2.0,N,0.98,Discount
RID7348,Ney York,23/01/2023,109.0,102.0,1.4,,169.39,0.0,,1.0,
RID7349,Los Angeles,08-31-2023,24.0,293.0,32.8,yes,60.05,2.2,No,1.28,loyalti
RID7350,Ney York,07-04-2023,91.0,262.0,37.6,,$117.05,2.4,N,1.15,Discouunt
RID7351,denver,11/05/2023,98.0,281.0,33.0,TRUE,346.97,1.3,,0.92,None
RID7352,Houston,31/10/2023,199.0,156.0,26.9,,204.46,3.4,No,1.78,
RID7353,Ney York,19/07/2023,24.0,240.0,39.8,yes,227.36,4.1,no,0.96,None
RID7354,Ney York,02-27-2023,64.0,232.0,0.3,TRUE,416.9,1.3,N,1.76,
RID7355,newyork,08-12-2023,109.0,159.0,6.2,TRUE,90.83,1.6,Yes,1.15 USD,
RID7356,newyork,01-19-2023,140.0,231.0,16.9,Yes,263.92,2.4,,1.56,None
RID7357,Chicago,06-28-2023,107.0,140.0,14.7,,158.03,2.3,No,1.31,Loyalty
RID7358,LA,27/04/2023,50.0,262.0,4.3,Y,391.72,6.0,Yes,1.8 USD,loyalti
RID7359,NYC,32/13/2024,,105.0,hot,TRUE,89.99,3.3,Yes,1.84,Loyalty
RID7360,LA,10-01-2023,23.0,264.0,6.6,TRUE,292.58,3.7,,1.29,Discount
RID7361,New York,01/02/2023,28.0,50.0,31.1,,186.54,2.2,Yes,1.95,
RID7362,Ney York,03/01/2023,88.0,134.0,28.7,TRUE,$200.04,0.0,No,1.61,Discouunt
RID7363,LA,11/02/2023,187.0,225.0,-2.3,Yes,362.27,3.5,,1.61,Discouunt
RID7364,New York,10/06/2023,157.0,146.0,-999,yes,$322.31,2.7,no,1.22,
RID7365,LA,04-25-2023,75.0,250.0,-999,yes,$476.63,2.1,No,1.3,Discount
RID7366,Houston,04-29-2023,189.0,291.0,23.2,Yes,205.57,1.1,Yes,1.02 USD,
RID7367,NYC,25/05/2023,41.0,,-999,Y,470.78,3.3,,1.68 USD,Discount
RID7368,LA,30/09/2023,110.0,58.0,10.8,yes,109.24,3.8,no,0.9,
RID7369,Houston,2023-11-03,97.0,152.0,7.0,,$316.25,4.7,,1.23,Loyalty
RID7370,NYC,2023-08-21,111.0,70.0,14.6,Y,$493.84,3.1,No,1.84,
RID7371,Denver,2023-01-28,161.0,57.0,22.7,Yes,365.85,2.0,,1.15,loyalti
RID7372,Los Angeles,2023-04-19,125.0,249.0,15.8,Y,170.82,4.8,N,0.85,None
RID7373,Chicago,11-13-2023,5.0,164.0,36.5,Yes,$118.42,2.1,,1.84,loyalti
RID7374,LA,30/05/2023,96.0,268.0,18.9,Y,353.29,0.0,N,0.99,None
RID7375,denver,21/09/2023,18.0,108.0,18.6,Y,$155.86,2.0,N,1.24,
RID7376,Huston,04-26-2023,124.0,,17.7,Y,$341.35,3.0,N,1.59,Loyalty
RID7377,Houston,02-19-2023,134.0,115.0,32.9,No,472.28,2.2,no,1.15,None
RID7378,Houston,09-29-2023,185.0,70.0,15.3,Yes,$237.98,2.3,No,1.56,None
RID7379,denver,04-24-2023,41.0,236.0,35.4,TRUE,203.2,4.5,No,2.0 USD,None
RID7380,newyork,20/02/2023,129.0,85.0,4.5,Y,224.95,2.5,no,1.31,
RID7381,Huston,32/13/2024,154.0,50.0,39.1,Y,$125.34,1.8,no,"0,83",Loyalty
RID7382,New York,06-25-2023,182.0,281.0,14.6,yes,395.04,2.7,no,1.3,
RID7383,Huston,12/03/2023,120.0,171.0,11.4,,203.4,4.8,No,1.53,None
RID7384,Ney York,2023-06-06,36.0,67.0,22.8,Yes,57.56,6.0,N,0.87,Loyalty
RID7385,NYC,01-22-2023,136.0,262.0,39.7,No,452.76,3.2,N,0.9,None
RID7386,New York,2023-06-12,,146.0,15.2,No,236.14,1.1,No,1.31,None
RID7387,New York,2023-01-30,179.0,107.0,6.6,yes,304.77,3.9,,1.02,loyalti
RID7388,Ney York,22/05/2023,160.0,133.0,-3.1,TRUE,292.21,4.3,Yes,1.41,
RID7389,LA,2023-08-26,66.0,83.0,23.8,,331.89,3.2,No,1.4,Discount
RID7390,Huston,2023-08-26,128.0,149.0,22.4,No,319.34,2.9,no,1.09,Discount
RID7391,LA,2023-06-20,185.0,71.0,30.0,Y,208.56,2.2,no,1.18 USD,Discount
RID7392,Chicago,27/07/2023,143.0,183.0,7.3,Yes,413.3,2.9,,1.4,Discount
RID7393,Houston,08-04-2023,80.0,269.0,36.3,No,240.52,1.2,no,1.91,None
RID7394,New York,02/06/2023,132.0,108.0,24.9,No,302.64,2.6,no,1.83,Discount
RID7395,Chicago,2023-08-11,32.0,200.0,29.4,yes,115.24,4.3,no,1.77,loyalti
RID7396,Los Angeles,16/11/2023,29.0,213.0,21.3,yes,284.84,0.0,no,1.24,Discount
RID7397,Los Angeles,2023-02-16,177.0,92.0,14.7,,470.63,1.1,No,1.07,Discouunt
RID7398,LA,2023-07-11,92.0,282.0,37.2,TRUE,486.13,4.3,N,1.38,loyalti
RID7399,Ney York,03-27-2023,133.0,111.0,27.4,yes,268.06,1.4,No,1.31,
RID7400,Houston,17/12/2023,182.0,116.0,1.0,TRUE,276.01,3.6,No,1.43 USD,Loyalty
RID7401,Ney York,02-11-2023,104.0,196.0,11.3,Yes,344.25,3.2,N,1.56,
RID7402,LA,08-28-2023,35.0,269.0,34.8,Y,66.7,1.6,,1.99,
RID7403,NYC,06-07-2023,36.0,186.0,21.4,No,495.55,3.8,no,1.62,None
RID7404,newyork,2023-09-11,102.0,233.0,30.6,yes,214.12,3.6,no,1.96,
RID7405,Huston,07-05-2023,176.0,106.0,21.5,TRUE,395.7,4.6,No,0.85,
RID7406,LA,2023-09-23,103.0,206.0,13.3,Y,$493.76,3.0,no,1.46,Discouunt
RID7407,New York,08-09-2023,53.0,53.0,2.9,Yes,240.46,3.5,,1.66,loyalti
RID7408,Ney York,2023-08-31,23.0,,29.3,Y,177.56,2.0,,1.25,Discount
RID7409,NYC,2023-07-10,8.0,287.0,27.3,No,166.2,1.5,No,0.83,Discouunt
RID7410,denver,05-15-2023,122.0,227.0,hot,Yes,212.84,2.1,N,1.05,None
RID7411,Los Angeles,2023-01-03,68.0,206.0,6.3,Yes,211.92,2.6,Yes,1.66,Discount
